V,E,T(n) std,T(n) fibo,T(n) binary
2850.0, 2849.0, 4.459452, 2.559467, 1.149491
2850.0, 2849.0, 3.907029, 2.239558, 0.705137
2850.0, 2849.0, 0.071481, 2.178631, 0.927713
3050.0, 3049.0, 5.527031, 2.622337, 0.91971
3050.0, 3049.0, 4.255783, 3.053392, 1.039349
3050.0, 3049.0, 4.100398, 2.959962, 0.88735
3050.0, 3049.0, 3.68408, 3.533851, 0.918869
3050.0, 3049.0, 3.856242, 3.148314, 0.885916
3050.0, 3049.0, 4.079587, 3.268922, 0.883625
3050.0, 3049.0, 3.580388, 3.325304, 0.887
3050.0, 3049.0, 4.180186, 3.245033, 0.910043
3050.0, 3049.0, 3.939051, 3.260831, 0.873271
3050.0, 3049.0, 4.285732, 3.00111, 0.883503
3050.0, 3049.0, 3.662604, 3.025286, 0.868297
3050.0, 3049.0, 3.553322, 3.081302, 0.880206
3050.0, 3049.0, 3.610687, 3.015579, 0.901962
3050.0, 3049.0, 4.451752, 2.757355, 0.913522
3050.0, 3049.0, 4.228858, 3.406392, 0.898297
3050.0, 3049.0, 4.255322, 3.359177, 0.896939
3050.0, 3049.0, 3.878346, 2.727782, 0.915847
3050.0, 3049.0, 4.15854, 2.954822, 0.90382
3050.0, 3049.0, 4.003686, 3.377545, 0.890949
3050.0, 3049.0, 4.226127, 2.703785, 0.916552
3050.0, 3049.0, 4.052037, 2.516937, 0.981587
3050.0, 3049.0, 4.059294, 2.864175, 0.925395
3050.0, 3049.0, 4.362528, 3.36842, 0.89438
3050.0, 3049.0, 3.760426, 2.893427, 0.882575
3050.0, 3049.0, 4.240829, 2.682948, 0.884789
3050.0, 3049.0, 4.348729, 3.545578, 0.885046
3050.0, 3049.0, 4.216691, 3.232678, 0.88565
3050.0, 3049.0, 4.251086, 2.80968, 0.969693
3050.0, 3049.0, 3.901136, 3.01281, 0.889778
3050.0, 3049.0, 4.35664, 2.905632, 0.913739
3050.0, 3049.0, 3.987585, 2.637256, 0.908377
3050.0, 3049.0, 4.269796, 2.741261, 0.868961
3050.0, 3049.0, 4.122936, 3.129261, 0.94083
3050.0, 3049.0, 3.856655, 2.960816, 0.865573
3050.0, 3049.0, 4.35425, 3.137301, 0.895222
3050.0, 3049.0, 3.78533, 2.705931, 0.936829
3050.0, 3049.0, 3.905046, 3.462846, 0.924163
3050.0, 3049.0, 4.276285, 3.285181, 0.873534
3050.0, 3049.0, 4.267425, 3.039325, 0.970031
3050.0, 3049.0, 0.133568, 3.146917, 0.891016
3250.0, 3249.0, 4.39402, 3.401831, 1.452452
3250.0, 3249.0, 4.822607, 3.568821, 1.071153
3250.0, 3249.0, 4.718948, 3.074871, 1.134354
3250.0, 3249.0, 4.617715, 3.369974, 1.179339
3250.0, 3249.0, 4.834765, 3.390444, 1.119421
3250.0, 3249.0, 5.115941, 2.705372, 1.309302
3250.0, 3249.0, 5.717061, 3.111849, 1.131514
3250.0, 3249.0, 4.730478, 2.795696, 1.094193
3250.0, 3249.0, 5.040504, 3.448961, 1.818787
3250.0, 3249.0, 5.758217, 3.524929, 1.127185
3250.0, 3249.0, 5.785387, 3.072442, 1.631383
3250.0, 3249.0, 5.087333, 3.082634, 1.468514
3250.0, 3249.0, 5.207366, 3.485198, 1.103055
3250.0, 3249.0, 4.843848, 2.77004, 1.086958
3250.0, 3249.0, 4.878658, 3.078825, 1.520984
3250.0, 3249.0, 4.434923, 2.996797, 1.068662
3250.0, 3249.0, 4.359983, 2.957492, 1.423803
3250.0, 3249.0, 5.009473, 3.034639, 1.103949
3250.0, 3249.0, 5.060757, 3.083842, 1.360115
3250.0, 3249.0, 5.088736, 2.926634, 1.489021
3250.0, 3249.0, 4.287375, 2.86303, 1.41785
3250.0, 3249.0, 4.484927, 3.528508, 1.066002
3250.0, 3249.0, 4.603544, 3.031046, 1.654071
3250.0, 3249.0, 4.908901, 3.526481, 1.529923
3250.0, 3249.0, 4.876815, 3.033175, 1.117337
3250.0, 3249.0, 4.804569, 5.147155, 1.986745
3250.0, 3249.0, 8.844518, 5.447241, 2.158758
3250.0, 3249.0, 18.036241, 4.988387, 2.843664
3250.0, 3249.0, 8.267463, 4.565381, 2.028193
3250.0, 3249.0, 8.407299, 4.990664, 2.02076
3250.0, 3249.0, 8.24858, 5.681088, 2.626556
3250.0, 3249.0, 23.05949, 4.105527, 1.683521
3250.0, 3249.0, 9.672651, 4.696003, 1.580254
3250.0, 3249.0, 10.324206, 4.642253, 1.595472
3250.0, 3249.0, 10.292917, 5.253601, 1.605887
3250.0, 3249.0, 10.535319, 5.31276, 1.528359
3250.0, 3249.0, 9.448189, 4.768623, 2.258132
3250.0, 3249.0, 9.018367, 3.850578, 2.233531
3250.0, 3249.0, 9.139094, 4.749515, 2.133904
3250.0, 3249.0, 0.179534, 4.893473, 2.188891
3450.0, 3449.0, 9.05624, 5.920971, 1.53611
3450.0, 3449.0, 8.007668, 4.909949, 1.659816
3450.0, 3449.0, 7.990465, 5.286008, 1.58831
3450.0, 3449.0, 8.13058, 5.854128, 1.581224
3450.0, 3449.0, 8.516457, 4.783876, 1.564678
3450.0, 3449.0, 9.094178, 5.016691, 1.557016
3450.0, 3449.0, 7.977638, 5.836685, 1.67967
3450.0, 3449.0, 7.65822, 5.292426, 1.607581
3450.0, 3449.0, 8.150703, 5.449071, 1.561229
3450.0, 3449.0, 8.814706, 5.568413, 1.573664
3450.0, 3449.0, 8.791864, 5.662989, 1.569702
3450.0, 3449.0, 8.341474, 5.390678, 1.608757
3450.0, 3449.0, 8.637146, 5.406853, 1.619596
3450.0, 3449.0, 8.485189, 5.779984, 1.598827
3450.0, 3449.0, 7.985856, 4.973792, 1.581444
3450.0, 3449.0, 8.796132, 5.197716, 1.548186
3450.0, 3449.0, 8.693888, 5.355386, 1.60989
3450.0, 3449.0, 8.826542, 4.714852, 1.589839
3450.0, 3449.0, 7.79745, 5.934093, 1.63273
3450.0, 3449.0, 8.048883, 5.108088, 1.587807
3450.0, 3449.0, 8.2656, 4.690793, 1.5546
3450.0, 3449.0, 7.696257, 5.099839, 1.557014
3450.0, 3449.0, 8.503814, 5.959513, 1.537001
3450.0, 3449.0, 7.855065, 5.636132, 1.576079
3450.0, 3449.0, 7.886908, 5.41694, 1.570859
3450.0, 3449.0, 8.948924, 5.399087, 1.578066
3450.0, 3449.0, 8.896437, 6.043707, 1.568825
3450.0, 3449.0, 8.908005, 5.514044, 1.599726
3450.0, 3449.0, 8.388278, 5.423797, 1.571384
3450.0, 3449.0, 9.073094, 5.345079, 1.575017
3450.0, 3449.0, 8.648464, 5.254248, 1.592009
3450.0, 3449.0, 8.928723, 6.010024, 1.591842
3450.0, 3449.0, 8.146834, 5.644452, 1.565306
3450.0, 3449.0, 8.015877, 4.770824, 1.55153
3450.0, 3449.0, 8.312024, 5.44854, 1.557425
3450.0, 3449.0, 8.986357, 5.1809, 1.591776
3450.0, 3449.0, 9.027426, 5.654961, 1.587223
3450.0, 3449.0, 8.655143, 4.848021, 1.560241
3450.0, 3449.0, 9.080665, 4.885635, 1.611841
3450.0, 3449.0, 1.441768, 5.515943, 1.545729
3650.0, 3649.0, 9.633903, 5.569141, 3.002588
3650.0, 3649.0, 9.564345, 5.932277, 2.565218
3650.0, 3649.0, 9.368748, 5.843134, 1.970626
3650.0, 3649.0, 9.062532, 5.402202, 2.619799
3650.0, 3649.0, 10.104068, 5.085449, 1.958004
3650.0, 3649.0, 8.767646, 4.727425, 2.65958
3650.0, 3649.0, 9.384467, 5.867329, 1.968641
3650.0, 3649.0, 10.18362, 5.172773, 1.944333
3650.0, 3649.0, 10.024191, 4.921588, 1.912664
3650.0, 3649.0, 8.921891, 4.791929, 2.725862
3650.0, 3649.0, 9.803591, 4.884577, 1.927706
3650.0, 3649.0, 10.376583, 5.010383, 3.113323
3650.0, 3649.0, 9.733293, 5.397695, 2.833767
3650.0, 3649.0, 10.027408, 5.002098, 3.13384
3650.0, 3649.0, 9.857472, 4.625525, 3.065002
3650.0, 3649.0, 10.151312, 5.729137, 1.889158
3650.0, 3649.0, 9.463219, 5.29813, 2.629221
3650.0, 3649.0, 9.246498, 5.779316, 1.976742
3650.0, 3649.0, 9.183989, 4.864347, 2.851693
3650.0, 3649.0, 9.769342, 5.597715, 2.769616
3650.0, 3649.0, 10.238897, 4.775757, 2.760058
3650.0, 3649.0, 9.438502, 4.597735, 2.951732
3650.0, 3649.0, 9.6567, 5.342011, 3.248245
3650.0, 3649.0, 9.784919, 5.069356, 2.631626
3650.0, 3649.0, 10.33831, 4.766719, 1.923226
3650.0, 3649.0, 9.469941, 5.250018, 2.665244
3650.0, 3649.0, 10.178809, 4.972031, 1.937627
3650.0, 3649.0, 9.940443, 5.439051, 1.955169
3650.0, 3649.0, 10.069098, 5.088887, 2.831866
3650.0, 3649.0, 10.191179, 5.832351, 1.923339
3650.0, 3649.0, 9.444162, 3.723276, 2.197517
3650.0, 3649.0, 6.036728, 3.330464, 1.378378
3650.0, 3649.0, 6.340205, 3.995349, 1.560525
3650.0, 3649.0, 6.168606, 3.176107, 2.069217
3650.0, 3649.0, 5.70509, 3.835836, 1.895073
3650.0, 3649.0, 6.837133, 3.651473, 1.396819
3650.0, 3649.0, 6.061503, 4.146534, 1.710104
3650.0, 3649.0, 6.471946, 3.771644, 1.877053
3650.0, 3649.0, 6.320317, 3.459561, 1.331395
3650.0, 3649.0, 1.103873, 3.332737, 2.402956
3850.0, 3849.0, 7.136503, 4.650302, 2.130447
3850.0, 3849.0, 6.910817, 3.444125, 1.360931
3850.0, 3849.0, 7.523061, 4.30738, 2.198803
3850.0, 3849.0, 6.874585, 3.731322, 1.328981
3850.0, 3849.0, 7.770388, 3.414635, 1.388698
3850.0, 3849.0, 7.133905, 4.601118, 1.543277
3850.0, 3849.0, 7.265862, 4.600912, 1.907219
3850.0, 3849.0, 6.549085, 3.797617, 1.355102
3850.0, 3849.0, 6.572642, 3.594232, 2.002397
3850.0, 3849.0, 7.374365, 4.256441, 1.352634
3850.0, 3849.0, 7.369194, 4.554299, 1.622055
3850.0, 3849.0, 6.687904, 3.950622, 2.239439
3850.0, 3849.0, 7.207138, 3.749705, 2.215409
3850.0, 3849.0, 6.146482, 4.304339, 1.341997
3850.0, 3849.0, 6.933085, 4.503037, 1.328748
3850.0, 3849.0, 6.292613, 4.506675, 1.54454
3850.0, 3849.0, 7.054501, 3.513294, 1.834008
3850.0, 3849.0, 7.273347, 5.53445, 1.66121
3850.0, 3849.0, 7.19766, 4.025958, 1.356019
3850.0, 3849.0, 7.513169, 5.66858, 1.376899
3850.0, 3849.0, 7.205998, 4.827891, 1.567212
3850.0, 3849.0, 7.252316, 4.221864, 2.126056
3850.0, 3849.0, 7.221311, 3.976689, 2.25081
3850.0, 3849.0, 7.169455, 4.558935, 2.006404
3850.0, 3849.0, 8.406297, 6.30227, 2.995272
3850.0, 3849.0, 6.957849, 4.300768, 1.547193
3850.0, 3849.0, 7.419649, 3.459967, 1.450832
3850.0, 3849.0, 7.009806, 4.326365, 1.517353
3850.0, 3849.0, 7.173192, 4.074876, 1.362363
3850.0, 3849.0, 7.159749, 4.463919, 1.464889
3850.0, 3849.0, 7.179307, 4.31065, 1.403442
3850.0, 3849.0, 6.625088, 3.892164, 1.399811
3850.0, 3849.0, 7.366295, 13.573932, 1.050666
3850.0, 3849.0, 6.441267, 3.204678, 1.73276
3850.0, 3849.0, 6.107756, 3.484943, 1.650729
3850.0, 3849.0, 8.390256, 3.991956, 1.054599
3850.0, 3849.0, 6.302084, 3.015622, 1.732423
3850.0, 3849.0, 6.325026, 3.303789, 1.10067
3850.0, 3849.0, 5.960993, 3.739063, 1.072255
3850.0, 3849.0, 0.079917, 3.025668, 1.795779
