|V|*[1000],|E|*[1000],T(n),Q_.25,Q_.5,Q_.75,a,b,|[Q_.25 Q_.75]|,|[a b]|
2.0, 4.666, 0.548952, , , 
2.0, 4.666, 0.327674, , , 
2.0, 4.666, 0.315248, , , 
2.0, 4.666, 0.339433, , , 
2.0, 4.666, 0.312322, , , 
2.0, 4.666, 0.325698, , , 
2.0, 4.666, 0.337083, , , 
2.0, 4.666, 0.321751, , , 
2.0, 4.666, 0.319331, , , 
2.0, 4.666, 0.316259, , , 
2.0, 4.666, 0.308055, , , 
2.0, 4.666, 0.3085, , , 
2.0, 4.666, 0.304186, , , 
2.0, 4.666, 0.323711, , , 
2.0, 4.666, 0.30954, , , 
2.0, 4.666, 0.313469, , , 
2.0, 4.666, 0.315652, , , 
2.0, 4.666, 0.308202, , , 
2.0, 4.666, 0.304317, , , 
2.0, 4.666, 0.329609, , , 
2.0, 4.666, 0.315399, , , 
2.0, 4.666, 0.311173, , , 
2.0, 4.666, 0.323743, , , 
2.0, 4.666, 0.331067, , , 
2.0, 4.666, 0.314436, , , 
2.0, 4.666, 0.314263, , , 
2.0, 4.666, 0.30568, , , 
2.0, 4.666, 0.305866, , , 
2.0, 4.666, 0.304303, , , 
2.0, 4.666, 0.30344, , , 
2.0, 4.666, 0.306149, , , 
2.0, 4.666, 0.306285, , , 
2.0, 4.666, 0.330839, , , 
2.0, 4.666, 0.355703, , , 
2.0, 4.666, 0.365089, , , 
2.0, 4.666, 0.320529, , , 
2.0, 4.666, 0.312292, , , 
2.0, 4.666, 0.304192, , , 
2.0, 4.666, 0.305494, , , 
2.0, 4.666, 0.305049, 0.306217, 0.3143495, 0.3247205, 0.30344, 0.35247575, 20.0, 37.0
10.0, 24.12, 4.35916, , , 
10.0, 24.12, 4.299559, , , 
10.0, 24.12, 4.242012, , , 
10.0, 24.12, 4.01051, , , 
10.0, 24.12, 4.051001, , , 
10.0, 24.12, 3.991326, , , 
10.0, 24.12, 4.05776, , , 
10.0, 24.12, 4.047313, , , 
10.0, 24.12, 4.004769, , , 
10.0, 24.12, 4.049775, , , 
10.0, 24.12, 3.990658, , , 
10.0, 24.12, 4.028094, , , 
10.0, 24.12, 4.029627, , , 
10.0, 24.12, 4.012149, , , 
10.0, 24.12, 4.05593, , , 
10.0, 24.12, 4.044835, , , 
10.0, 24.12, 4.007992, , , 
10.0, 24.12, 4.024654, , , 
10.0, 24.12, 4.096487, , , 
10.0, 24.12, 4.075462, , , 
10.0, 24.12, 4.108264, , , 
10.0, 24.12, 4.118143, , , 
10.0, 24.12, 4.102953, , , 
10.0, 24.12, 4.096809, , , 
10.0, 24.12, 4.132873, , , 
10.0, 24.12, 4.106748, , , 
10.0, 24.12, 4.142779, , , 
10.0, 24.12, 4.096342, , , 
10.0, 24.12, 4.166164, , , 
10.0, 24.12, 4.149057, , , 
10.0, 24.12, 4.122567, , , 
10.0, 24.12, 4.062651, , , 
10.0, 24.12, 4.106193, , , 
10.0, 24.12, 4.28551, , , 
10.0, 24.12, 4.53298, , , 
10.0, 24.12, 4.463067, , , 
10.0, 24.12, 4.077127, , , 
10.0, 24.12, 4.037895, , , 
10.0, 24.12, 4.017708, , , 
10.0, 24.12, 4.034517, 4.032072, 4.0762945, 4.12772, 3.990658, 4.271192, 20.0, 35.0
18.0, 45.576, 8.208713, , , 
18.0, 45.576, 8.249491, , , 
18.0, 45.576, 8.299611, , , 
18.0, 45.576, 8.208248, , , 
18.0, 45.576, 8.430461, , , 
18.0, 45.576, 8.444616, , , 
18.0, 45.576, 8.097859, , , 
18.0, 45.576, 8.129572, , , 
18.0, 45.576, 8.169131, , , 
18.0, 45.576, 40.013638, , , 
18.0, 45.576, 4.567651, , , 
18.0, 45.576, 4.510811, , , 
18.0, 45.576, 4.450225, , , 
18.0, 45.576, 4.500631, , , 
18.0, 45.576, 4.428038, , , 
18.0, 45.576, 4.473174, , , 
18.0, 45.576, 4.423779, , , 
18.0, 45.576, 4.474284, , , 
18.0, 45.576, 4.549747, , , 
18.0, 45.576, 4.436657, , , 
18.0, 45.576, 4.451754, , , 
18.0, 45.576, 4.433919, , , 
18.0, 45.576, 4.520217, , , 
18.0, 45.576, 4.428314, , , 
18.0, 45.576, 4.463659, , , 
18.0, 45.576, 4.420866, , , 
18.0, 45.576, 4.591132, , , 
18.0, 45.576, 4.431763, , , 
18.0, 45.576, 4.427914, , , 
18.0, 45.576, 4.456711, , , 
18.0, 45.576, 4.465173, , , 
18.0, 45.576, 4.509256, , , 
18.0, 45.576, 4.47726, , , 
18.0, 45.576, 4.440354, , , 
18.0, 45.576, 4.467284, , , 
18.0, 45.576, 4.594126, , , 
18.0, 45.576, 4.41169, , , 
18.0, 45.576, 4.450625, , , 
18.0, 45.576, 4.462072, , , 
18.0, 45.576, 4.508623, 4.4452895, 4.475772, 6.3459925, 4.41169, 9.197047, 20.0, 39.0
26.0, 68.186, 12.185017, , , 
26.0, 68.186, 12.216722, , , 
26.0, 68.186, 12.161473, , , 
26.0, 68.186, 12.186385, , , 
26.0, 68.186, 12.090234, , , 
26.0, 68.186, 12.086628, , , 
26.0, 68.186, 12.118234, , , 
26.0, 68.186, 12.088253, , , 
26.0, 68.186, 12.164167, , , 
