V,E,T(n) std
875.0, 382375.0, 24.960221
875.0, 382375.0, 15.881928
875.0, 382375.0, 13.090701
875.0, 382375.0, 22.128851
875.0, 382375.0, 20.71968
875.0, 382375.0, 2.210253
875.0, 382375.0, 10.52969
875.0, 382375.0, 12.578471
875.0, 382375.0, 45.202745
875.0, 382375.0, 33.757947
875.0, 382375.0, 36.903686
875.0, 382375.0, 16.566801
875.0, 382375.0, 38.973396
875.0, 382375.0, 9.253988
875.0, 382375.0, 35.728049
875.0, 382375.0, 9.655925
875.0, 382375.0, 3.106854
875.0, 382375.0, 21.929101
875.0, 382375.0, 9.597473
875.0, 382375.0, 36.275079
875.0, 382375.0, 19.852545
875.0, 382375.0, 29.997561
1000.0, 499500.0, 46.118082
1000.0, 499500.0, 26.877507
1000.0, 499500.0, 38.095107
1000.0, 499500.0, 48.820935
1000.0, 499500.0, 31.279112
1000.0, 499500.0, 38.571771
1000.0, 499500.0, 43.2625
1000.0, 499500.0, 14.258496
1000.0, 499500.0, 39.723669
1000.0, 499500.0, 38.817787
1000.0, 499500.0, 34.438839
1000.0, 499500.0, 25.758935
1000.0, 499500.0, 16.817744
1000.0, 499500.0, 15.616842
1000.0, 499500.0, 39.270536
1000.0, 499500.0, 23.356919
1000.0, 499500.0, 48.354932
1000.0, 499500.0, 26.064637
1000.0, 499500.0, 11.680955
1000.0, 499500.0, 19.466344
1000.0, 499500.0, 35.792086
1000.0, 499500.0, 47.312919
1000.0, 499500.0, 38.899756
1000.0, 499500.0, 47.396105
1000.0, 499500.0, 180.002279
1000.0, 499500.0, 13.548745
1000.0, 499500.0, 51.55154
1000.0, 499500.0, 27.713696
1000.0, 499500.0, 39.832166
1000.0, 499500.0, 50.506387
1000.0, 499500.0, 24.293178
1000.0, 499500.0, 30.094291
1000.0, 499500.0, 52.656428
1000.0, 499500.0, 53.766477
1000.0, 499500.0, 40.541698
1000.0, 499500.0, 13.280811
1000.0, 499500.0, 41.252669
1000.0, 499500.0, 63.340599
1000.0, 499500.0, 19.17372
1000.0, 499500.0, 55.986444
1125.0, 632250.0, 21.88188
1125.0, 632250.0, 23.672858
1125.0, 632250.0, 33.954996
1125.0, 632250.0, 71.183
1125.0, 632250.0, 11.4801
1125.0, 632250.0, 36.800795
1125.0, 632250.0, 31.557671
1125.0, 632250.0, 66.785773
1125.0, 632250.0, 42.621515
1125.0, 632250.0, 64.607526
1125.0, 632250.0, 55.800656
1125.0, 632250.0, 27.949642
1125.0, 632250.0, 61.19015
1125.0, 632250.0, 11.202656
1125.0, 632250.0, 13.325974
1125.0, 632250.0, 60.764388
1125.0, 632250.0, 54.153813
1125.0, 632250.0, 10.816276
1125.0, 632250.0, 298.020399
1125.0, 632250.0, 37.649295
1125.0, 632250.0, 74.943435
1125.0, 632250.0, 58.096403
1125.0, 632250.0, 40.153219
1125.0, 632250.0, 70.751216
1125.0, 632250.0, 97.694086
1125.0, 632250.0, 33.629484
1125.0, 632250.0, 31.103646
1125.0, 632250.0, 10.323296
1125.0, 632250.0, 65.274812
1125.0, 632250.0, 63.92817
1125.0, 632250.0, 94.961676
1125.0, 632250.0, 40.551096
1125.0, 632250.0, 55.042283
1125.0, 632250.0, 87.361081
1125.0, 632250.0, 36.336669
1125.0, 632250.0, 71.867111
1125.0, 632250.0, 61.349026
1125.0, 632250.0, 137.570426
1125.0, 632250.0, 120.710664
1125.0, 632250.0, 73.262715
1250.0, 780625.0, 89.335443
1250.0, 780625.0, 123.875154
1250.0, 780625.0, 56.712282
1250.0, 780625.0, 457.93865
1250.0, 780625.0, 119.160253
1250.0, 780625.0, 28.829995
1250.0, 780625.0, 103.993003
1250.0, 780625.0, 39.116023
1250.0, 780625.0, 177.226846
1250.0, 780625.0, 16.796559
1250.0, 780625.0, 16.705264
1250.0, 780625.0, 54.348599
1250.0, 780625.0, 25.429835
1250.0, 780625.0, 65.29064
1250.0, 780625.0, 59.750842
1250.0, 780625.0, 26.47837
1250.0, 780625.0, 41.259531
1250.0, 780625.0, 57.619941
1250.0, 780625.0, 18.652365
1250.0, 780625.0, 17.24383
1250.0, 780625.0, 43.704275
1250.0, 780625.0, 40.415754
1250.0, 780625.0, 76.644429
1250.0, 780625.0, 34.26405
1250.0, 780625.0, 26.923112
1250.0, 780625.0, 40.838309
1250.0, 780625.0, 66.872774
1250.0, 780625.0, 14.729063
1250.0, 780625.0, 203.734245
1250.0, 780625.0, 42.098498
1250.0, 780625.0, 35.615682
1250.0, 780625.0, 73.264531
1250.0, 780625.0, 77.390702
1250.0, 780625.0, 38.339418
1250.0, 780625.0, 75.429044
1250.0, 780625.0, 34.094181
1250.0, 780625.0, 19.495503
1250.0, 780625.0, 63.321121
1250.0, 780625.0, 65.644678
1250.0, 780625.0, 11.4198
1375.0, 944625.0, 78.575457
1375.0, 944625.0, 90.710037
1375.0, 944625.0, 13.944673
1375.0, 944625.0, 104.26018
1375.0, 944625.0, 106.064453
1375.0, 944625.0, 79.980687
1375.0, 944625.0, 298.993185
1375.0, 944625.0, 85.506632
1375.0, 944625.0, 15.745581
1375.0, 944625.0, 88.702576
1375.0, 944625.0, 72.588954
1375.0, 944625.0, 69.51713
1375.0, 944625.0, 32.667719
1375.0, 944625.0, 32.425346
1375.0, 944625.0, 88.108252
1375.0, 944625.0, 131.326659
1375.0, 944625.0, 71.150435
1375.0, 944625.0, 54.679547
1375.0, 944625.0, 108.247494
1375.0, 944625.0, 138.401477
1375.0, 944625.0, 211.77222
1375.0, 944625.0, 118.037918
1375.0, 944625.0, 137.303025
1375.0, 944625.0, 89.206243
1375.0, 944625.0, 37.796284
1375.0, 944625.0, 49.514801
1375.0, 944625.0, 67.580478
1375.0, 944625.0, 94.552351
1375.0, 944625.0, 32.45934
1375.0, 944625.0, 104.400331
1375.0, 944625.0, 39.179474
1375.0, 944625.0, 99.631815
1375.0, 944625.0, 169.928337
1375.0, 944625.0, 112.87183
1375.0, 944625.0, 106.897225
1375.0, 944625.0, 31.933239
1375.0, 944625.0, 104.658711
1375.0, 944625.0, 40.042525
1375.0, 944625.0, 21.588176
1375.0, 944625.0, 76.414867
1500.0, 1124250.0, 72.386131
1500.0, 1124250.0, 45.815667
1500.0, 1124250.0, 46.439627
1500.0, 1124250.0, 127.765588
1500.0, 1124250.0, 182.78795
1500.0, 1124250.0, 540.875206
1500.0, 1124250.0, 113.984135
1500.0, 1124250.0, 183.898874
1500.0, 1124250.0, 57.739241
1500.0, 1124250.0, 180.878652
1500.0, 1124250.0, 149.038744
1500.0, 1124250.0, 97.736207
1500.0, 1124250.0, 113.295571
1500.0, 1124250.0, 30.524783
1500.0, 1124250.0, 78.992515
1500.0, 1124250.0, 47.448235
1500.0, 1124250.0, 105.126276
1500.0, 1124250.0, 255.134124
1500.0, 1124250.0, 145.99307
1500.0, 1124250.0, 38.443363
1500.0, 1124250.0, 113.981811
1500.0, 1124250.0, 44.30485
1500.0, 1124250.0, 32.027671
1500.0, 1124250.0, 13.985128
1500.0, 1124250.0, 38.469411
1500.0, 1124250.0, 73.444914
1500.0, 1124250.0, 26.228636
1500.0, 1124250.0, 90.18975
1500.0, 1124250.0, 73.758339
1500.0, 1124250.0, 122.924704
1500.0, 1124250.0, 113.275796
1500.0, 1124250.0, 130.091467
1500.0, 1124250.0, 53.55307
1500.0, 1124250.0, 117.087742
1500.0, 1124250.0, 131.8343
1500.0, 1124250.0, 115.781983
1500.0, 1124250.0, 135.890839
1500.0, 1124250.0, 69.166877
1500.0, 1124250.0, 27.466538
1500.0, 1124250.0, 82.736297
1625.0, 1319500.0, 170.778944
1625.0, 1319500.0, 136.28565
1625.0, 1319500.0, 100.853723
1625.0, 1319500.0, 515.434405
1625.0, 1319500.0, 34.70621
1625.0, 1319500.0, 126.866277
1625.0, 1319500.0, 142.581252
1625.0, 1319500.0, 152.602261
1625.0, 1319500.0, 195.305981
1625.0, 1319500.0, 122.135982
1625.0, 1319500.0, 24.349457
1625.0, 1319500.0, 150.128908
1625.0, 1319500.0, 89.262674
1625.0, 1319500.0, 2410.141519
1625.0, 1319500.0, 58.57902
1625.0, 1319500.0, 69.014987
1625.0, 1319500.0, 122.277085
1625.0, 1319500.0, 86.239299
1625.0, 1319500.0, 163.861633
1625.0, 1319500.0, 140.383557
1625.0, 1319500.0, 72.508461
1625.0, 1319500.0, 170.343746
1625.0, 1319500.0, 250.686162
1625.0, 1319500.0, 107.454449
1625.0, 1319500.0, 173.729518
1625.0, 1319500.0, 176.341708
1625.0, 1319500.0, 62.91447
1625.0, 1319500.0, 123.697493
1625.0, 1319500.0, 116.157454
1625.0, 1319500.0, 152.206054
1625.0, 1319500.0, 42.844476
1625.0, 1319500.0, 45.461216
1625.0, 1319500.0, 52.882992
1625.0, 1319500.0, 42.28262
1625.0, 1319500.0, 32.696976
1625.0, 1319500.0, 35.037519
1625.0, 1319500.0, 53.804842
1625.0, 1319500.0, 144.305259
1625.0, 1319500.0, 27.127876
1625.0, 1319500.0, 109.785166
1750.0, 1530375.0, 180.634629
1750.0, 1530375.0, 184.384983
1750.0, 1530375.0, 505.395104
1750.0, 1530375.0, 166.9879
1750.0, 1530375.0, 104.768142
1750.0, 1530375.0, 60.165455
1750.0, 1530375.0, 150.585157
1750.0, 1530375.0, 151.56199
1750.0, 1530375.0, 114.715043
1750.0, 1530375.0, 189.07729
1750.0, 1530375.0, 62.499991
1750.0, 1530375.0, 2969.300953
1750.0, 1530375.0, 29.573275
1750.0, 1530375.0, 146.343182
1750.0, 1530375.0, 80.888578
1750.0, 1530375.0, 57.627613
1750.0, 1530375.0, 78.34011
1750.0, 1530375.0, 12.695465
1750.0, 1530375.0, 158.509425
1750.0, 1530375.0, 174.359927
1750.0, 1530375.0, 89.429923
1750.0, 1530375.0, 148.360684
1750.0, 1530375.0, 140.133925
1750.0, 1530375.0, 128.767797
1750.0, 1530375.0, 48.478895
1750.0, 1530375.0, 74.708988
1750.0, 1530375.0, 31.366889
1750.0, 1530375.0, 173.589768
1750.0, 1530375.0, 65.47149
1750.0, 1530375.0, 169.066359
1750.0, 1530375.0, 85.421723
1750.0, 1530375.0, 183.665441
1750.0, 1530375.0, 46.628171
1750.0, 1530375.0, 251.192139
1750.0, 1530375.0, 60.442174
1750.0, 1530375.0, 144.39424
1750.0, 1530375.0, 131.525247
1750.0, 1530375.0, 62.79287
1750.0, 1530375.0, 138.781435
1750.0, 1530375.0, 146.620312
1875.0, 1756875.0, 288.227637
1875.0, 1756875.0, 174.658823
1875.0, 1756875.0, 3265.64381
1875.0, 1756875.0, 278.41271
1875.0, 1756875.0, 237.861174
1875.0, 1756875.0, 289.764616
1875.0, 1756875.0, 81.7987
1875.0, 1756875.0, 173.71583
1875.0, 1756875.0, 267.102922
1875.0, 1756875.0, 236.600972
1875.0, 1756875.0, 188.239614
1875.0, 1756875.0, 114.745339
1875.0, 1756875.0, 200.660553
1875.0, 1756875.0, 135.630327
1875.0, 1756875.0, 182.783432
1875.0, 1756875.0, 95.671928
1875.0, 1756875.0, 39.125617
1875.0, 1756875.0, 178.377896
1875.0, 1756875.0, 42.719148
1875.0, 1756875.0, 155.345665
1875.0, 1756875.0, 39.845398
1875.0, 1756875.0, 207.395896
1875.0, 1756875.0, 44.298164
1875.0, 1756875.0, 166.383561
1875.0, 1756875.0, 105.710822
1875.0, 1756875.0, 272.191649
1875.0, 1756875.0, 258.450635
1875.0, 1756875.0, 25.583554
1875.0, 1756875.0, 196.798878
1875.0, 1756875.0, 237.2318
1875.0, 1756875.0, 134.179038
1875.0, 1756875.0, 58.300911
1875.0, 1756875.0, 148.655261
1875.0, 1756875.0, 347.677326
1875.0, 1756875.0, 171.172328
1875.0, 1756875.0, 227.911568
1875.0, 1756875.0, 98.297209
1875.0, 1756875.0, 53.9234
1875.0, 1756875.0, 153.584881
1875.0, 1756875.0, 113.734022
2000.0, 1999000.0, 158.033858
2000.0, 1999000.0, 4673.983595
2000.0, 1999000.0, 104.147056
2000.0, 1999000.0, 252.566989
2000.0, 1999000.0, 90.085591
2000.0, 1999000.0, 187.93443
2000.0, 1999000.0, 75.274745
2000.0, 1999000.0, 199.592887
2000.0, 1999000.0, 57.168671
2000.0, 1999000.0, 146.425684
2000.0, 1999000.0, 183.438593
2000.0, 1999000.0, 210.929208
2000.0, 1999000.0, 165.761361
2000.0, 1999000.0, 71.224057
2000.0, 1999000.0, 147.769404
2000.0, 1999000.0, 198.097124
2000.0, 1999000.0, 339.056587
2000.0, 1999000.0, 176.716815
2000.0, 1999000.0, 277.712474
2000.0, 1999000.0, 274.113739
2000.0, 1999000.0, 46.352056
2000.0, 1999000.0, 101.616742
2000.0, 1999000.0, 202.415319
2000.0, 1999000.0, 389.923968
2000.0, 1999000.0, 132.266973
2000.0, 1999000.0, 211.561073
2000.0, 1999000.0, 206.408884
2000.0, 1999000.0, 154.700005
2000.0, 1999000.0, 153.183938
2000.0, 1999000.0, 35.58345
2000.0, 1999000.0, 219.806504
2000.0, 1999000.0, 250.596361
2000.0, 1999000.0, 73.118362
2000.0, 1999000.0, 147.176039
2000.0, 1999000.0, 176.41163
2000.0, 1999000.0, 80.687203
2000.0, 1999000.0, 163.246621
2000.0, 1999000.0, 25.337529
2000.0, 1999000.0, 122.542669
2000.0, 1999000.0, 229.335385
2125.0, 2256750.0, 271.779321
2125.0, 2256750.0, 119.292807
2125.0, 2256750.0, 246.871795
2125.0, 2256750.0, 41.505687
2125.0, 2256750.0, 119.248604
2125.0, 2256750.0, 2540.203574
2125.0, 2256750.0, 84.262124
2125.0, 2256750.0, 259.595599
2125.0, 2256750.0, 136.047899
2125.0, 2256750.0, 348.046284
2125.0, 2256750.0, 166.411432
2125.0, 2256750.0, 123.482043
2125.0, 2256750.0, 256.608881
2125.0, 2256750.0, 274.427536
2125.0, 2256750.0, 260.740966
2125.0, 2256750.0, 193.973267
2125.0, 2256750.0, 171.948351
2125.0, 2256750.0, 272.765187
2125.0, 2256750.0, 279.743858
2125.0, 2256750.0, 209.081071
2125.0, 2256750.0, 319.750172
2125.0, 2256750.0, 309.157125
2125.0, 2256750.0, 355.559199
2125.0, 2256750.0, 320.344678
2125.0, 2256750.0, 649.436825
2125.0, 2256750.0, 71.521905
2125.0, 2256750.0, 191.310468
2125.0, 2256750.0, 219.162473
2125.0, 2256750.0, 333.561784
2125.0, 2256750.0, 233.202087
2125.0, 2256750.0, 122.351403
2125.0, 2256750.0, 175.429198
2125.0, 2256750.0, 130.899232
2125.0, 2256750.0, 165.15969
2125.0, 2256750.0, 256.183821
2125.0, 2256750.0, 122.459278
2125.0, 2256750.0, 295.084827
2125.0, 2256750.0, 131.087047
2125.0, 2256750.0, 67.732225
2125.0, 2256750.0, 258.065158
2250.0, 2530125.0, 46.705838
2250.0, 2530125.0, 82.795235
2250.0, 2530125.0, 281.628215
2250.0, 2530125.0, 387.607763
2250.0, 2530125.0, 2969.154444
2250.0, 2530125.0, 245.598079
2250.0, 2530125.0, 306.058442
2250.0, 2530125.0, 143.899146
2250.0, 2530125.0, 153.608783
2250.0, 2530125.0, 305.643267
2250.0, 2530125.0, 302.759904
2250.0, 2530125.0, 120.399703
2250.0, 2530125.0, 254.15418
2250.0, 2530125.0, 314.086693
2250.0, 2530125.0, 424.197919
2250.0, 2530125.0, 404.637754
2250.0, 2530125.0, 130.359548
2250.0, 2530125.0, 181.61398
2250.0, 2530125.0, 167.87127
2250.0, 2530125.0, 180.6277
2250.0, 2530125.0, 189.875996
2250.0, 2530125.0, 384.123145
2250.0, 2530125.0, 265.716371
2250.0, 2530125.0, 84.442312
2250.0, 2530125.0, 163.874849
2250.0, 2530125.0, 63.345478
2250.0, 2530125.0, 259.707154
2250.0, 2530125.0, 225.163151
2250.0, 2530125.0, 292.743226
2250.0, 2530125.0, 195.104933
2250.0, 2530125.0, 122.406167
2250.0, 2530125.0, 331.838096
2250.0, 2530125.0, 176.012494
2250.0, 2530125.0, 227.770773
2250.0, 2530125.0, 218.465404
2250.0, 2530125.0, 374.342251
2250.0, 2530125.0, 354.859857
2250.0, 2530125.0, 186.906061
2250.0, 2530125.0, 182.471045
2250.0, 2530125.0, 405.114188
2375.0, 2819125.0, 4075.342874
2375.0, 2819125.0, 158.496564
2375.0, 2819125.0, 283.462324
2375.0, 2819125.0, 364.972199
2375.0, 2819125.0, 295.499777
2375.0, 2819125.0, 137.309296
2375.0, 2819125.0, 60.75984
2375.0, 2819125.0, 213.097934
2375.0, 2819125.0, 396.120536
2375.0, 2819125.0, 520.150839
2375.0, 2819125.0, 448.370333
2375.0, 2819125.0, 427.954266
2375.0, 2819125.0, 323.904081
2375.0, 2819125.0, 120.129998
2375.0, 2819125.0, 248.10769
2375.0, 2819125.0, 331.502484
2375.0, 2819125.0, 243.956047
2375.0, 2819125.0, 341.090471
2375.0, 2819125.0, 300.585801
2375.0, 2819125.0, 345.920922
2375.0, 2819125.0, 258.020532
2375.0, 2819125.0, 443.50709
2375.0, 2819125.0, 507.537749
2375.0, 2819125.0, 488.42363
2375.0, 2819125.0, 181.695083
2375.0, 2819125.0, 112.015344
2375.0, 2819125.0, 341.436337
2375.0, 2819125.0, 43.638345
2375.0, 2819125.0, 338.570071
2375.0, 2819125.0, 169.377712
2375.0, 2819125.0, 235.292054
2375.0, 2819125.0, 78.28625
2375.0, 2819125.0, 353.449131
2375.0, 2819125.0, 186.241302
2375.0, 2819125.0, 266.869068
2375.0, 2819125.0, 251.423802
2375.0, 2819125.0, 162.491975
2375.0, 2819125.0, 153.563101
2375.0, 2819125.0, 426.227472
2375.0, 2819125.0, 210.561265
2500.0, 3123750.0, 3342.602118
2500.0, 3123750.0, 119.112989
2500.0, 3123750.0, 139.553169
2500.0, 3123750.0, 311.805735
2500.0, 3123750.0, 450.728217
2500.0, 3123750.0, 64.16422
2500.0, 3123750.0, 292.582131
2500.0, 3123750.0, 174.029999
2500.0, 3123750.0, 240.534511
2500.0, 3123750.0, 508.841157
2500.0, 3123750.0, 283.897895
2500.0, 3123750.0, 287.385158
2500.0, 3123750.0, 355.034577
2500.0, 3123750.0, 411.518594
2500.0, 3123750.0, 132.121361
2500.0, 3123750.0, 235.305733
2500.0, 3123750.0, 361.454835
2500.0, 3123750.0, 294.624499
2500.0, 3123750.0, 249.556643
2500.0, 3123750.0, 277.696261
2500.0, 3123750.0, 437.635459
2500.0, 3123750.0, 331.043546
2500.0, 3123750.0, 436.828214
2500.0, 3123750.0, 123.966432
2500.0, 3123750.0, 494.996632
2500.0, 3123750.0, 211.934022
2500.0, 3123750.0, 220.351057
2500.0, 3123750.0, 94.397007
2500.0, 3123750.0, 501.493891
2500.0, 3123750.0, 416.221897
2500.0, 3123750.0, 374.827862
2500.0, 3123750.0, 376.111214
2500.0, 3123750.0, 73.389079
2500.0, 3123750.0, 509.897329
2500.0, 3123750.0, 511.82267
2500.0, 3123750.0, 395.046298
2500.0, 3123750.0, 452.447327
2500.0, 3123750.0, 277.309541
2500.0, 3123750.0, 551.912497
2500.0, 3123750.0, 404.321316
