V,E,T(n) fibo
1750.0, 1530375.0, 218.001937
1750.0, 1530375.0, 88.650316
1875.0, 1756875.0, 335.557366
1875.0, 1756875.0, 45.488242
1875.0, 1756875.0, 14.134552
1875.0, 1756875.0, 12.697689
1875.0, 1756875.0, 129.668584
1875.0, 1756875.0, 114.464413
1875.0, 1756875.0, 11.039461
1875.0, 1756875.0, 165.314737
1875.0, 1756875.0, 164.080635
1875.0, 1756875.0, 23.962933
1875.0, 1756875.0, 267.915752
1875.0, 1756875.0, 37.721104
1875.0, 1756875.0, 76.865822
1875.0, 1756875.0, 45.95673
1875.0, 1756875.0, 7.157953
1875.0, 1756875.0, 39.172855
1875.0, 1756875.0, 75.335992
1875.0, 1756875.0, 119.387953
1875.0, 1756875.0, 73.293329
1875.0, 1756875.0, 9.036153
1875.0, 1756875.0, 44.997032
1875.0, 1756875.0, 96.023355
1875.0, 1756875.0, 111.014459
1875.0, 1756875.0, 222.595313
1875.0, 1756875.0, 160.634903
1875.0, 1756875.0, 142.586362
1875.0, 1756875.0, 205.396793
1875.0, 1756875.0, 71.421496
1875.0, 1756875.0, 4.473826
1875.0, 1756875.0, 207.208496
1875.0, 1756875.0, 231.829702
1875.0, 1756875.0, 62.408787
1875.0, 1756875.0, 108.771449
1875.0, 1756875.0, 163.005235
1875.0, 1756875.0, 121.807956
1875.0, 1756875.0, 12.450669
1875.0, 1756875.0, 111.664225
1875.0, 1756875.0, 140.414425
1875.0, 1756875.0, 195.967821
1875.0, 1756875.0, 22.197641
2000.0, 1999000.0, 387.71096
2000.0, 1999000.0, 193.776648
2000.0, 1999000.0, 174.598072
2000.0, 1999000.0, 219.837224
2000.0, 1999000.0, 78.224567
2000.0, 1999000.0, 102.352
2000.0, 1999000.0, 260.927732
2000.0, 1999000.0, 300.803333
2000.0, 1999000.0, 287.520856
2000.0, 1999000.0, 253.94802
2000.0, 1999000.0, 165.267992
2000.0, 1999000.0, 167.278527
2000.0, 1999000.0, 187.896306
2000.0, 1999000.0, 145.554766
2000.0, 1999000.0, 195.262513
2000.0, 1999000.0, 5.512697
2000.0, 1999000.0, 16.55117
2000.0, 1999000.0, 59.307672
2000.0, 1999000.0, 142.07916
2000.0, 1999000.0, 15.578616
2000.0, 1999000.0, 138.608405
2000.0, 1999000.0, 64.46214
2000.0, 1999000.0, 137.888804
2000.0, 1999000.0, 99.353507
2000.0, 1999000.0, 145.99228
2000.0, 1999000.0, 217.969951
2000.0, 1999000.0, 93.900164
2000.0, 1999000.0, 171.769262
2000.0, 1999000.0, 295.232738
2000.0, 1999000.0, 66.406359
2000.0, 1999000.0, 96.511929
2000.0, 1999000.0, 20.789629
2000.0, 1999000.0, 271.551107
2000.0, 1999000.0, 12.334922
2000.0, 1999000.0, 144.662378
2000.0, 1999000.0, 156.075111
2000.0, 1999000.0, 166.271401
2000.0, 1999000.0, 238.857622
2000.0, 1999000.0, 136.482254
2000.0, 1999000.0, 150.980755
2125.0, 2256750.0, 255.329679
2125.0, 2256750.0, 265.197025
2125.0, 2256750.0, 29.411432
2125.0, 2256750.0, 398.626892
2125.0, 2256750.0, 128.231979
2125.0, 2256750.0, 264.168976
2125.0, 2256750.0, 175.074615
2125.0, 2256750.0, 262.280494
2125.0, 2256750.0, 321.45767
2125.0, 2256750.0, 214.368897
2125.0, 2256750.0, 26.8893
2125.0, 2256750.0, 49.731087
2125.0, 2256750.0, 11.343732
2125.0, 2256750.0, 39.247401
2125.0, 2256750.0, 62.249916
2125.0, 2256750.0, 189.081686
2125.0, 2256750.0, 173.625352
2125.0, 2256750.0, 55.034389
2125.0, 2256750.0, 16.475687
2125.0, 2256750.0, 131.184829
2125.0, 2256750.0, 150.281198
2125.0, 2256750.0, 83.785407
2125.0, 2256750.0, 223.323818
2125.0, 2256750.0, 158.651126
2125.0, 2256750.0, 226.775773
2125.0, 2256750.0, 165.449494
2125.0, 2256750.0, 208.868488
2125.0, 2256750.0, 26.900619
2125.0, 2256750.0, 137.560779
2125.0, 2256750.0, 281.082826
2125.0, 2256750.0, 195.879752
2125.0, 2256750.0, 183.907465
2125.0, 2256750.0, 195.201614
2125.0, 2256750.0, 64.687742
2125.0, 2256750.0, 213.522422
2125.0, 2256750.0, 324.074659
2125.0, 2256750.0, 139.185694
2125.0, 2256750.0, 178.42498
2125.0, 2256750.0, 180.136881
2125.0, 2256750.0, 172.367479
2250.0, 2530125.0, 188.814946
2250.0, 2530125.0, 4313.26914
2250.0, 2530125.0, 93.941492
2250.0, 2530125.0, 34.87922
2250.0, 2530125.0, 93.783358
2250.0, 2530125.0, 157.977915
2250.0, 2530125.0, 247.27498
2250.0, 2530125.0, 106.151409
2250.0, 2530125.0, 161.498253
2250.0, 2530125.0, 122.884448
2250.0, 2530125.0, 65.100629
2250.0, 2530125.0, 200.046257
2250.0, 2530125.0, 149.171551
2250.0, 2530125.0, 98.81018
2250.0, 2530125.0, 11.305505
2250.0, 2530125.0, 271.170537
2250.0, 2530125.0, 262.900618
2250.0, 2530125.0, 67.574881
2250.0, 2530125.0, 173.731717
2250.0, 2530125.0, 38.85332
2250.0, 2530125.0, 389.009602
2250.0, 2530125.0, 352.950726
