V,E,T(n) fibo
800.0, 319600.0, 9.098234
800.0, 319600.0, 19.949374
800.0, 319600.0, 9.674124
800.0, 319600.0, 39.033664
800.0, 319600.0, 2.757777
800.0, 319600.0, 33.042498
800.0, 319600.0, 16.042589
800.0, 319600.0, 4.86185
800.0, 319600.0, 7.314953
800.0, 319600.0, 4.028819
800.0, 319600.0, 9.682472
800.0, 319600.0, 30.38037
800.0, 319600.0, 13.505549
800.0, 319600.0, 45.445742
800.0, 319600.0, 34.996981
800.0, 319600.0, 12.31661
800.0, 319600.0, 6.275996
800.0, 319600.0, 42.995493
800.0, 319600.0, 42.531368
800.0, 319600.0, 3.299656
900.0, 404550.0, 12.704881
900.0, 404550.0, 28.356894
900.0, 404550.0, 18.129261
900.0, 404550.0, 28.50903
900.0, 404550.0, 22.441514
900.0, 404550.0, 52.869282
900.0, 404550.0, 49.973905
900.0, 404550.0, 36.12713
900.0, 404550.0, 49.544502
900.0, 404550.0, 75.853319
900.0, 404550.0, 64.809497
900.0, 404550.0, 35.432247
900.0, 404550.0, 39.505278
900.0, 404550.0, 13.317642
900.0, 404550.0, 43.087693
900.0, 404550.0, 37.353777
900.0, 404550.0, 6.007195
900.0, 404550.0, 13.859871
900.0, 404550.0, 39.126492
900.0, 404550.0, 36.206611
900.0, 404550.0, 40.987066
900.0, 404550.0, 8.716384
900.0, 404550.0, 6.153992
900.0, 404550.0, 33.818881
900.0, 404550.0, 2.033793
900.0, 404550.0, 30.751063
900.0, 404550.0, 37.49048
900.0, 404550.0, 232.540468
900.0, 404550.0, 28.23153
900.0, 404550.0, 34.010892
900.0, 404550.0, 7.582239
900.0, 404550.0, 21.096794
900.0, 404550.0, 1.209193
900.0, 404550.0, 4.397772
900.0, 404550.0, 29.625274
900.0, 404550.0, 37.922787
900.0, 404550.0, 29.667508
900.0, 404550.0, 1.756626
900.0, 404550.0, 24.097923
900.0, 404550.0, 28.255746
1000.0, 499500.0, 31.442951
1000.0, 499500.0, 60.712354
1000.0, 499500.0, 110.002258
1000.0, 499500.0, 326.858971
1000.0, 499500.0, 59.168803
1000.0, 499500.0, 18.468367
1000.0, 499500.0, 1.790705
1000.0, 499500.0, 20.544197
1000.0, 499500.0, 49.610314
1000.0, 499500.0, 48.989469
1000.0, 499500.0, 52.404272
1000.0, 499500.0, 23.922863
1000.0, 499500.0, 41.134266
1000.0, 499500.0, 41.184522
1000.0, 499500.0, 3.687585
1000.0, 499500.0, 23.033388
1000.0, 499500.0, 28.951253
1000.0, 499500.0, 20.213568
1000.0, 499500.0, 10.541049
1000.0, 499500.0, 36.526388
1000.0, 499500.0, 34.629638
1000.0, 499500.0, 31.113108
1000.0, 499500.0, 32.321635
1000.0, 499500.0, 32.089699
1000.0, 499500.0, 18.426752
1000.0, 499500.0, 36.207976
1000.0, 499500.0, 23.565125
1000.0, 499500.0, 18.596604
1000.0, 499500.0, 39.183617
1000.0, 499500.0, 23.194299
1000.0, 499500.0, 153.233721
1000.0, 499500.0, 34.561653
1000.0, 499500.0, 32.568138
1000.0, 499500.0, 9.156549
1000.0, 499500.0, 34.827227
1000.0, 499500.0, 32.873993
1000.0, 499500.0, 33.79515
1000.0, 499500.0, 25.837058
1000.0, 499500.0, 21.479226
1000.0, 499500.0, 5.949854
1100.0, 604450.0, 234.604778
1100.0, 604450.0, 49.007969
1100.0, 604450.0, 27.188201
1100.0, 604450.0, 32.624918
1100.0, 604450.0, 4.939488
1100.0, 604450.0, 20.050357
1100.0, 604450.0, 21.272655
1100.0, 604450.0, 45.581874
1100.0, 604450.0, 27.532822
1100.0, 604450.0, 36.002148
1100.0, 604450.0, 35.515946
1100.0, 604450.0, 40.013005
1100.0, 604450.0, 3.822603
1100.0, 604450.0, 65.657306
1100.0, 604450.0, 14.394046
1100.0, 604450.0, 31.44352
1100.0, 604450.0, 3.074294
1100.0, 604450.0, 60.359952
1100.0, 604450.0, 42.643305
1100.0, 604450.0, 53.003834
1100.0, 604450.0, 9.067531
1100.0, 604450.0, 50.999172
1100.0, 604450.0, 73.037793
1100.0, 604450.0, 197.217352
1100.0, 604450.0, 66.848087
1100.0, 604450.0, 20.682008
1100.0, 604450.0, 4.754369
1100.0, 604450.0, 16.92384
1100.0, 604450.0, 42.182061
1100.0, 604450.0, 68.134458
1100.0, 604450.0, 74.361367
1100.0, 604450.0, 30.601502
1100.0, 604450.0, 44.805569
1100.0, 604450.0, 18.333719
1100.0, 604450.0, 20.340495
1100.0, 604450.0, 72.426991
1100.0, 604450.0, 21.880112
1100.0, 604450.0, 68.684004
1100.0, 604450.0, 7.621208
1100.0, 604450.0, 21.150664
1200.0, 719400.0, 53.727314
1200.0, 719400.0, 48.025332
1200.0, 719400.0, 57.472192
1200.0, 719400.0, 26.909107
1200.0, 719400.0, 12.553675
1200.0, 719400.0, 25.933731
1200.0, 719400.0, 67.38607
1200.0, 719400.0, 37.32569
1200.0, 719400.0, 10.314009
1200.0, 719400.0, 69.339573
1200.0, 719400.0, 65.832242
1200.0, 719400.0, 329.207932
1200.0, 719400.0, 81.778833
1200.0, 719400.0, 60.367975
1200.0, 719400.0, 57.054653
1200.0, 719400.0, 32.543549
1200.0, 719400.0, 19.25565
1200.0, 719400.0, 61.557954
1200.0, 719400.0, 68.438175
1200.0, 719400.0, 48.293774
1200.0, 719400.0, 80.582733
1200.0, 719400.0, 48.576758
1200.0, 719400.0, 54.32756
1200.0, 719400.0, 92.868576
1200.0, 719400.0, 53.488543
1200.0, 719400.0, 53.845157
1200.0, 719400.0, 69.278541
1200.0, 719400.0, 102.500821
1200.0, 719400.0, 44.99123
1200.0, 719400.0, 78.462723
1200.0, 719400.0, 43.945372
1200.0, 719400.0, 140.311468
1200.0, 719400.0, 53.369582
1200.0, 719400.0, 31.702702
1200.0, 719400.0, 47.669438
1200.0, 719400.0, 86.331738
1200.0, 719400.0, 15.595031
1200.0, 719400.0, 89.257452
1200.0, 719400.0, 20.794704
1200.0, 719400.0, 9.07846
1300.0, 844350.0, 116.034138
1300.0, 844350.0, 134.348437
1300.0, 844350.0, 83.507937
1300.0, 844350.0, 369.522631
1300.0, 844350.0, 62.269462
1300.0, 844350.0, 45.118081
1300.0, 844350.0, 43.010289
1300.0, 844350.0, 49.518295
1300.0, 844350.0, 68.000925
1300.0, 844350.0, 23.335522
1300.0, 844350.0, 73.081266
1300.0, 844350.0, 7.401175
1300.0, 844350.0, 28.904094
1300.0, 844350.0, 61.297613
1300.0, 844350.0, 51.84328
1300.0, 844350.0, 56.073373
1300.0, 844350.0, 49.832069
1300.0, 844350.0, 134.090846
1300.0, 844350.0, 55.787921
1300.0, 844350.0, 49.201954
1300.0, 844350.0, 64.433399
1300.0, 844350.0, 6.640382
1300.0, 844350.0, 11.365331
1300.0, 844350.0, 23.718253
1300.0, 844350.0, 35.208407
1300.0, 844350.0, 23.647437
1300.0, 844350.0, 53.042599
1300.0, 844350.0, 15.350859
1300.0, 844350.0, 46.546344
1300.0, 844350.0, 46.666603
1300.0, 844350.0, 51.780311
1300.0, 844350.0, 60.398213
1300.0, 844350.0, 30.88066
1300.0, 844350.0, 33.571981
1300.0, 844350.0, 145.950683
1300.0, 844350.0, 88.997098
1300.0, 844350.0, 145.49969
1300.0, 844350.0, 68.988167
1300.0, 844350.0, 38.376195
1300.0, 844350.0, 67.050971
1400.0, 979300.0, 7.336043
1400.0, 979300.0, 55.877978
1400.0, 979300.0, 497.091186
1400.0, 979300.0, 31.478327
1400.0, 979300.0, 112.840305
1400.0, 979300.0, 49.438405
1400.0, 979300.0, 84.977675
1400.0, 979300.0, 9.79521
1400.0, 979300.0, 65.819862
1400.0, 979300.0, 34.677053
1400.0, 979300.0, 87.091328
1400.0, 979300.0, 2.190729
1400.0, 979300.0, 80.145035
1400.0, 979300.0, 49.779707
1400.0, 979300.0, 67.283012
1400.0, 979300.0, 13.28923
1400.0, 979300.0, 235.300666
1400.0, 979300.0, 28.757538
1400.0, 979300.0, 19.811859
1400.0, 979300.0, 64.008143
1400.0, 979300.0, 81.065447
1400.0, 979300.0, 163.734453
1400.0, 979300.0, 158.741813
1400.0, 979300.0, 8.805461
1400.0, 979300.0, 47.83175
1400.0, 979300.0, 79.446975
1400.0, 979300.0, 1.149176
1400.0, 979300.0, 56.745116
1400.0, 979300.0, 83.806057
1400.0, 979300.0, 56.897438
1400.0, 979300.0, 54.581201
1400.0, 979300.0, 61.525484
1400.0, 979300.0, 81.951342
1400.0, 979300.0, 15.645676
1400.0, 979300.0, 73.07145
1400.0, 979300.0, 40.704568
1400.0, 979300.0, 25.220066
1400.0, 979300.0, 30.938676
1400.0, 979300.0, 86.719575
1400.0, 979300.0, 66.267754
1500.0, 1124250.0, 107.618759
1500.0, 1124250.0, 89.324703
1500.0, 1124250.0, 133.807391
1500.0, 1124250.0, 336.258499
1500.0, 1124250.0, 73.193091
1500.0, 1124250.0, 88.329595
1500.0, 1124250.0, 96.605019
1500.0, 1124250.0, 78.050764
1500.0, 1124250.0, 17.319499
1500.0, 1124250.0, 23.432178
1500.0, 1124250.0, 29.596877
1500.0, 1124250.0, 60.476268
1500.0, 1124250.0, 85.554801
1500.0, 1124250.0, 1.104455
1500.0, 1124250.0, 31.083216
1500.0, 1124250.0, 168.702784
1500.0, 1124250.0, 55.073188
1500.0, 1124250.0, 100.561763
1500.0, 1124250.0, 47.557636
1500.0, 1124250.0, 25.269611
1500.0, 1124250.0, 90.371197
1500.0, 1124250.0, 80.564934
1500.0, 1124250.0, 19.624514
1500.0, 1124250.0, 23.809151
1500.0, 1124250.0, 40.376483
1500.0, 1124250.0, 83.514246
1500.0, 1124250.0, 147.407615
1500.0, 1124250.0, 63.982939
1500.0, 1124250.0, 48.149211
1500.0, 1124250.0, 75.442734
1500.0, 1124250.0, 70.304809
1500.0, 1124250.0, 53.042378
1500.0, 1124250.0, 40.322661
1500.0, 1124250.0, 39.378038
1500.0, 1124250.0, 62.781865
1500.0, 1124250.0, 91.531171
1500.0, 1124250.0, 96.410535
1500.0, 1124250.0, 5.101481
1500.0, 1124250.0, 103.636483
1500.0, 1124250.0, 78.742334
1600.0, 1279200.0, 43.945219
1600.0, 1279200.0, 1.028558
1600.0, 1279200.0, 0.789178
1600.0, 1279200.0, 432.359129
1600.0, 1279200.0, 28.185594
1600.0, 1279200.0, 59.362131
1600.0, 1279200.0, 171.610716
1600.0, 1279200.0, 140.030796
1600.0, 1279200.0, 72.868611
1600.0, 1279200.0, 203.063754
1600.0, 1279200.0, 104.534139
1600.0, 1279200.0, 173.116038
1600.0, 1279200.0, 2024.814152
1600.0, 1279200.0, 85.593698
1600.0, 1279200.0, 73.905815
1600.0, 1279200.0, 41.863033
1600.0, 1279200.0, 67.326688
1600.0, 1279200.0, 106.301915
1600.0, 1279200.0, 61.236832
1600.0, 1279200.0, 17.821569
1600.0, 1279200.0, 146.799045
1600.0, 1279200.0, 98.53405
1600.0, 1279200.0, 100.524811
1600.0, 1279200.0, 22.905853
1600.0, 1279200.0, 113.106162
1600.0, 1279200.0, 118.330804
1600.0, 1279200.0, 74.614196
1600.0, 1279200.0, 44.577502
1600.0, 1279200.0, 123.309071
1600.0, 1279200.0, 121.717602
1600.0, 1279200.0, 169.979752
1600.0, 1279200.0, 4.128845
1600.0, 1279200.0, 159.568142
1600.0, 1279200.0, 134.192494
1600.0, 1279200.0, 6.226414
1600.0, 1279200.0, 172.190591
1600.0, 1279200.0, 127.26431
1600.0, 1279200.0, 26.717646
1600.0, 1279200.0, 71.808543
1600.0, 1279200.0, 101.59575
1700.0, 1444150.0, 127.662475
1700.0, 1444150.0, 72.375368
1700.0, 1444150.0, 38.030484
1700.0, 1444150.0, 68.127448
1700.0, 1444150.0, 46.809934
1700.0, 1444150.0, 120.19801
1700.0, 1444150.0, 146.866983
1700.0, 1444150.0, 219.962968
1700.0, 1444150.0, 30.895433
1700.0, 1444150.0, 135.163866
1700.0, 1444150.0, 18.46841
1700.0, 1444150.0, 39.037154
1700.0, 1444150.0, 167.086243
1700.0, 1444150.0, 193.34655
1700.0, 1444150.0, 163.675902
1700.0, 1444150.0, 76.263172
1700.0, 1444150.0, 178.202552
1700.0, 1444150.0, 34.001888
1700.0, 1444150.0, 14.017925
1700.0, 1444150.0, 128.216762
1700.0, 1444150.0, 166.871892
1700.0, 1444150.0, 110.168732
1700.0, 1444150.0, 33.193775
1700.0, 1444150.0, 114.425368
1700.0, 1444150.0, 64.247214
1700.0, 1444150.0, 150.585596
1700.0, 1444150.0, 302.000923
1700.0, 1444150.0, 150.62788
1700.0, 1444150.0, 75.198839
1700.0, 1444150.0, 94.085441
1700.0, 1444150.0, 104.933007
1700.0, 1444150.0, 139.805933
1700.0, 1444150.0, 43.385068
1700.0, 1444150.0, 19.948009
1700.0, 1444150.0, 86.85917
1700.0, 1444150.0, 157.246101
1700.0, 1444150.0, 57.030538
1700.0, 1444150.0, 132.788751
1700.0, 1444150.0, 186.030679
1700.0, 1444150.0, 185.969329
1800.0, 1619100.0, 64.483984
1800.0, 1619100.0, 7.602483
1800.0, 1619100.0, 133.47351
1800.0, 1619100.0, 2763.513463
1800.0, 1619100.0, 189.261235
1800.0, 1619100.0, 13.382567
1800.0, 1619100.0, 234.184655
1800.0, 1619100.0, 164.618522
1800.0, 1619100.0, 48.660688
1800.0, 1619100.0, 169.036173
1800.0, 1619100.0, 106.997191
1800.0, 1619100.0, 60.142378
1800.0, 1619100.0, 166.867827
1800.0, 1619100.0, 93.596958
1800.0, 1619100.0, 4.285017
1800.0, 1619100.0, 33.055348
1800.0, 1619100.0, 161.610864
1800.0, 1619100.0, 185.012809
1800.0, 1619100.0, 56.834107
1800.0, 1619100.0, 188.528935
1800.0, 1619100.0, 59.32649
1800.0, 1619100.0, 74.410067
1800.0, 1619100.0, 92.480102
1800.0, 1619100.0, 3.863353
1800.0, 1619100.0, 180.483768
1800.0, 1619100.0, 117.366081
1800.0, 1619100.0, 212.886885
1800.0, 1619100.0, 214.248012
1800.0, 1619100.0, 109.123264
1800.0, 1619100.0, 211.345575
1800.0, 1619100.0, 48.696019
1800.0, 1619100.0, 106.458812
1800.0, 1619100.0, 148.619298
1800.0, 1619100.0, 51.002782
1800.0, 1619100.0, 58.038162
1800.0, 1619100.0, 149.960551
1800.0, 1619100.0, 90.986916
1800.0, 1619100.0, 10.527773
1800.0, 1619100.0, 167.556909
1800.0, 1619100.0, 264.865465
1900.0, 1804050.0, 115.356804
1900.0, 1804050.0, 121.86628
1900.0, 1804050.0, 171.881818
1900.0, 1804050.0, 169.62105
1900.0, 1804050.0, 126.028526
1900.0, 1804050.0, 57.384408
1900.0, 1804050.0, 361.225499
1900.0, 1804050.0, 25.09567
1900.0, 1804050.0, 218.827757
1900.0, 1804050.0, 172.292565
1900.0, 1804050.0, 195.016203
1900.0, 1804050.0, 137.249125
1900.0, 1804050.0, 196.570781
1900.0, 1804050.0, 146.7152
1900.0, 1804050.0, 141.161685
1900.0, 1804050.0, 14.021114
1900.0, 1804050.0, 77.108824
1900.0, 1804050.0, 144.94676
1900.0, 1804050.0, 150.629762
1900.0, 1804050.0, 177.650356
1900.0, 1804050.0, 150.131279
1900.0, 1804050.0, 134.25355
1900.0, 1804050.0, 127.939045
1900.0, 1804050.0, 74.360144
1900.0, 1804050.0, 119.409884
1900.0, 1804050.0, 156.576997
1900.0, 1804050.0, 128.23084
1900.0, 1804050.0, 32.511152
1900.0, 1804050.0, 110.98174
1900.0, 1804050.0, 166.142304
1900.0, 1804050.0, 183.74573
1900.0, 1804050.0, 49.264736
1900.0, 1804050.0, 233.747352
1900.0, 1804050.0, 13.732323
1900.0, 1804050.0, 147.666237
1900.0, 1804050.0, 172.186587
1900.0, 1804050.0, 137.947368
1900.0, 1804050.0, 148.124432
1900.0, 1804050.0, 270.692024
1900.0, 1804050.0, 280.633341
2000.0, 1999000.0, 122.236411
2000.0, 1999000.0, 268.368813
2000.0, 1999000.0, 157.135215
2000.0, 1999000.0, 462.740468
2000.0, 1999000.0, 183.600818
2000.0, 1999000.0, 196.797718
2000.0, 1999000.0, 34.873819
2000.0, 1999000.0, 179.864493
2000.0, 1999000.0, 147.926733
2000.0, 1999000.0, 148.523222
2000.0, 1999000.0, 160.307596
2000.0, 1999000.0, 12.48635
2000.0, 1999000.0, 192.423137
2000.0, 1999000.0, 189.533315
2000.0, 1999000.0, 88.595309
2000.0, 1999000.0, 154.15476
2000.0, 1999000.0, 253.726202
2000.0, 1999000.0, 30.869036
2000.0, 1999000.0, 44.145418
2000.0, 1999000.0, 11.082749
2000.0, 1999000.0, 2.905627
2000.0, 1999000.0, 168.346951
2000.0, 1999000.0, 131.724972
2000.0, 1999000.0, 140.913243
2000.0, 1999000.0, 69.423125
2000.0, 1999000.0, 218.939822
2000.0, 1999000.0, 301.169462
2000.0, 1999000.0, 13.896437
2000.0, 1999000.0, 251.161704
2000.0, 1999000.0, 191.976714
2000.0, 1999000.0, 177.936307
2000.0, 1999000.0, 34.379081
2000.0, 1999000.0, 257.973536
2000.0, 1999000.0, 29.677975
2000.0, 1999000.0, 267.064842
2000.0, 1999000.0, 273.349384
2000.0, 1999000.0, 30.252058
2000.0, 1999000.0, 170.120771
2000.0, 1999000.0, 229.775937
2000.0, 1999000.0, 228.607632
